21597,CLCANASMCCOT01 -  10.225.30.22,CCTV,Up,18159,(018) Ethernet1-WFP 802.3 MAC Layer LightWeight Filter-0000 Traffic,194 kbit/s
21598,CLCANASMCCOT01 -  10.225.30.22,CCTV,Up,18156,(014) Ethernet1 Traffic,213 kbit/s
21599,CLCANASMSOT02 - 10.225.11.251,CCTV,Up,18190,(016) Ethernet1-WFP Native MAC Layer LightWeight Filter-0000 Traffic,99 kbit/s
21600,CLCANASMSOT02 - 10.225.11.251,CCTV,Up,18191,(017) Ethernet1-QoS Packet Scheduler-0000 Traffic,99 kbit/s
21601,CLCANASMSOT02 - 10.225.11.251,CCTV,Up,18189,(012) Ethernet1 Traffic,97 kbit/s
21602,CLOJOSASMCCOT01 - 10.225.30.23,CCTV,Up,18164,(003) Ethernet1 Traffic,161 kbit/s
21603,CLOJOSASMCCOT01 - 10.225.30.23,CCTV,Up,18166,(017) Ethernet1-QoS Packet Scheduler-0000 Traffic,161 kbit/s
21604,CLOJOSASMCCOT01 - 10.225.30.23,CCTV,Up,18165,(016) Ethernet1-WFP Native MAC Layer LightWeight Filter-0000 Traffic,161 kbit/s
21605,CLOJOSASMCCOT01 - 10.225.30.23,CCTV,Up,18167,(018) Ethernet1-WFP 802.3 MAC Layer LightWeight Filter-0000 Traffic,173 kbit/s
21606,CLOJOSASMSIT01 - 10.231.0.250,CCTV,Up,18202,Uptime,7 d 20 h
21607,CLOJOSASMSOT01 - 10.231.10.250,CCTV,Up,18228,Uptime,7 d 20 h
21608,CLOJOSASMSIT02 - 10.231.0.251,CCTV,Up,18215,Uptime,8 d 12 h
21609,CLCANASMSOT02 - 10.225.11.251,CCTV,Up,18188,Uptime,8 d 12 h
21610,CLOJOSASMSOT02 - 10.231.10.251,CCTV,Up,18241,Uptime,8 d 12 h
21611,CLCANASMCCOT01 -  10.225.30.22,CCTV,Up,18155,Uptime,8 d 13 h
21612,CLCANASMCCIT01 - 10.225.30.6,CCTV,Up,18128,Uptime,8 d 13 h
21613,CLCANASMSIT01 - 10.225.0.250,CCTV,Up,18114,Uptime,8 d 14 h
21614,CLOJOSASMCCOT01 - 10.225.30.23,CCTV,Up,18161,Uptime,8 d 14 h
21615,CLOIOSASMCCIT01 - 10.225.30.7,CCTV,Up,18140,Uptime,8 d 15 h
21616,CLCANASMSIT02 - 10.225.0.251,CCTV,Up,18101,Uptime,8 d 15 h
21617,CLCANASMCCIT01 - 10.225.30.6,CCTV,Up,18131,(018) Ethernet1-Npcap Packet Driver (NPCAP)-0000 Traffic,24.868 kbit/s
21618,CLCANASMCCIT01 - 10.225.30.6,CCTV,Up,18130,(017) Ethernet1-WFP Native MAC Layer LightWeight Filter-0000 Traffic,24.872 kbit/s
21619,CLCANASMCCIT01 - 10.225.30.6,CCTV,Up,18132,(019) Ethernet1-QoS Packet Scheduler-0000 Traffic,24.773 kbit/s
21620,CLCANASMCCIT01 - 10.225.30.6,CCTV,Up,18133,(020) Ethernet1-WFP 802.3 MAC Layer LightWeight Filter-0000 Traffic,24.485 kbit/s
21621,CLCANASMCCIT01 - 10.225.30.6,CCTV,Up,18129,(004) Ethernet1 Traffic,24.926 kbit/s
21622,CLCANASMSOT01 - 10.225.11.250,CCTV,Up,17177,Uptime,169 d
21623,CLOJOSASMSOT01 - 10.231.10.250,CCTV,Up,18229,(005) Ethernet1 Traffic,124.075 kbit/s
21624,CLOJOSASMSOT01 - 10.231.10.250,CCTV,Up,18231,(017) Ethernet1-QoS Packet Scheduler-0000 Traffic,124.073 kbit/s
21625,CLOJOSASMSOT01 - 10.231.10.250,CCTV,Up,18230,(016) Ethernet1-WFP Native MAC Layer LightWeight Filter-0000 Traffic,124.062 kbit/s
21626,CLOJOSASMSOT01 - 10.231.10.250,CCTV,Up,18232,(018) Ethernet1-WFP 802.3 MAC Layer LightWeight Filter-0000 Traffic,124.062 kbit/s
21627,CLOJOSASMSIT01 - 10.231.0.250,CCTV,Up,18206,(019) Ethernet1-WFP 802.3 MAC Layer LightWeight Filter-0000 Traffic,166.557 kbit/s
21628,CLOJOSASMSIT01 - 10.231.0.250,CCTV,Up,18203,(008) Ethernet1 Traffic,167.282 kbit/s
21629,CLOJOSASMSIT01 - 10.231.0.250,CCTV,Up,18205,(018) Ethernet1-QoS Packet Scheduler-0000 Traffic,167.282 kbit/s
21630,CLOJOSASMSIT01 - 10.231.0.250,CCTV,Up,18204,(017) Ethernet1-WFP Native MAC Layer LightWeight Filter-0000 Traffic,167.282 kbit/s
21631,CLCANASMSOT01 - 10.225.11.250,CCTV,Up,17181,(018) Ethernet1-WFP 802.3 MAC Layer LightWeight Filter-0000 Traffic,318.716 kbit/s
21632,CLCANASMSOT01 - 10.225.11.250,CCTV,Up,17180,(017) Ethernet1-QoS Packet Scheduler-0000 Traffic,318.822 kbit/s
21633,CLCANASMSOT01 - 10.225.11.250,CCTV,Up,17179,(016) Ethernet1-WFP Native MAC Layer LightWeight Filter-0000 Traffic,318.769 kbit/s
21634,CLCANASMSOT01 - 10.225.11.250,CCTV,Up,17178,(005) Ethernet1 Traffic,320.187 kbit/s
21635,CLCANASMSIT01 - 10.225.0.250,CCTV,Up,18115,(013) Ethernet1 Traffic,298.937 kbit/s
21636,CLCANASMSIT01 - 10.225.0.250,CCTV,Up,18116,(017) Ethernet1-WFP Native MAC Layer LightWeight Filter-0000 Traffic,298.938 kbit/s
21637,CLCANASMSIT01 - 10.225.0.250,CCTV,Up,18117,(018) Ethernet1-QoS Packet Scheduler-0000 Traffic,298.491 kbit/s
21638,CLCANASMSIT01 - 10.225.0.250,CCTV,Up,18118,(019) Ethernet1-WFP 802.3 MAC Layer LightWeight Filter-0000 Traffic,298.540 kbit/s
21639,CLCANASMSOT01 - 10.225.11.250,CCTV,Up,18322,Service Video Management System Server,Active
21640,CLCANASMSIT01 - 10.225.0.250,CCTV,Up,18323,Service Video Management System Server,Active
21641,CLCANASMSIT02 - 10.225.0.251,CCTV,Up,18324,Service Video Management System Server,Active
21642,CLCANASMCCIT01 - 10.225.30.6,CCTV,Up,18325,Service Video Management System Server,Active
21643,CLOIOSASMCCIT01 - 10.225.30.7,CCTV,Up,18326,Service Video Management System Server,Active
21644,CLCANASMCCOT01 -  10.225.30.22,CCTV,Up,18327,Service Video Management System Server,Active
21645,CLOJOSASMCCOT01 - 10.225.30.23,CCTV,Up,18328,Service Video Management System Server,Active
21646,CLCANASMSOT02 - 10.225.11.251,CCTV,Up,18329,Service Video Management System Server,Active
21647,CLOJOSASMSIT01 - 10.231.0.250,CCTV,Up,18330,Service Video Management System Server,Active
21648,CLOJOSASMSIT02 - 10.231.0.251,CCTV,Up,18331,Service Video Management System Server,Active
21649,CLOJOSASMSOT01 - 10.231.10.250,CCTV,Up,18332,Service Video Management System Server,Active
21650,CLOJOSASMSOT02 - 10.231.10.251,CCTV,Up,18333,Service Video Management System Server,Active
