"id";"ubication";"device";"client";"last_mac";"current_mac";"note";"last_change_date";"status";"prtg_status";"prtg_id";"status_num_clients"
"217";"Camion 228";"Cisco AP";"10.117.115.63";"Not Found";"f01d.2d55.7cc6";"No data";"2024-08-28 04:04:55";"ok";"Not Found";"0";"ok"
"218";"Camion 228";"Cisco RO";"10.117.116.63";"Not Found";"38fd.f871.c460";"No data";"2024-08-12 17:05:19";"N/A";"Not Found";"0";"N/A"
"219";"Camion 228";"Dispatch";"10.117.123.228";"Not Found";"0080.0701.12ca";"No data";"2024-08-12 17:05:19";"N/A";"Not Found";"0";"N/A"
"220";"Camion 228";"MEM";"10.117.122.228";"Not Found";"0013.9533.b6ff";"No data";"2024-08-25 13:10:14";"N/A";"Not Found";"0";"N/A"
"221";"Camion 228";"UMAN";"10.117.126.228";"Not Found";"b827.eb3c.0a62";"No data";"2024-08-28 04:04:55";"N/A";"Not Found";"0";"N/A"
"222";"Camion 228";"VIMS";"10.117.124.228";"Not Found";"000a.750e.3c54";"No data";"2024-08-25 13:10:14";"N/A";"Not Found";"0";"N/A"
"225";"Camion 229";"Cisco AP";"10.117.115.64";"Not Found";"687d.b435.97de";"No data";"2024-09-05 02:26:12";"ok";"Not Found";"0";"ok"
"226";"Camion 229";"Cisco RO";"10.117.116.64";"Not Found";"ecce.13fd.ab40";"No data";"2024-08-24 21:26:54";"N/A";"Not Found";"0";"N/A"
"227";"Camion 229";"Dispatch";"10.117.123.229";"Not Found";"0080.0701.0645";"No data";"2024-08-24 21:26:54";"N/A";"Not Found";"0";"N/A"
"228";"Camion 229";"MEM";"10.117.122.229";"Not Found";"0013.9533.a5c0";"No data";"2024-08-24 21:26:54";"N/A";"Not Found";"0";"N/A"
"229";"Camion 229";"UMAN";"10.117.126.229";"Not Found";"b827.ebe5.5b4c";"No data";"2024-08-24 21:26:54";"N/A";"Not Found";"0";"N/A"
"230";"Camion 229";"VIMS";"10.117.124.229";"Not Found";"000a.750e.4a47";"No data";"2024-08-24 21:26:54";"N/A";"Not Found";"0";"N/A"
"233";"Camion 230";"Cisco AP";"10.117.115.65";"Not Found";"9cd5.7dd4.a2f6";"No data";"2024-08-26 14:01:56";"ok";"Not Found";"0";"ok"
"234";"Camion 230";"Cisco RO";"10.117.116.65";"Not Found";"6026.aa91.1f60";"No data";"2024-08-26 14:21:40";"N/A";"Not Found";"0";"N/A"
"235";"Camion 230";"Dispatch";"10.117.123.230";"Not Found";"0080.0701.1292";"No data";"2024-08-26 14:21:40";"N/A";"Not Found";"0";"N/A"
"236";"Camion 230";"MEM";"10.117.122.230";"Not Found";"0013.9533.be74";"No data";"2024-09-04 11:19:30";"N/A";"Not Found";"0";"N/A"
"237";"Camion 230";"UMAN";"10.117.126.230";"Not Found";"b827.eb47.2ef2";"No data";"2024-08-26 14:21:40";"N/A";"Not Found";"0";"N/A"
"238";"Camion 230";"VIMS";"10.117.124.230";"Not Found";"000a.7515.f38c";"No data";"2024-09-04 11:19:30";"N/A";"Not Found";"0";"N/A"
"241";"Camion 231";"Cisco AP";"10.117.115.66";"Not Found";"d4ad.bdf3.678a";"No data";"2024-09-04 14:16:55";"ok";"Not Found";"0";"ok"
"242";"Camion 231";"Cisco RO";"10.117.116.66";"Not Found";"d4ad.bdf3.676a";"No data";"2024-08-31 17:24:49";"N/A";"Not Found";"0";"N/A"
"243";"Camion 231";"Dispatch";"10.117.123.231";"Not Found";"0080.0701.123c";"No data";"2024-08-31 17:24:49";"N/A";"Not Found";"0";"N/A"
"244";"Camion 231";"MEM";"10.117.122.231";"Not Found";"0013.9533.be70";"No data";"2024-08-31 17:24:49";"N/A";"Not Found";"0";"N/A"
"245";"Camion 231";"UMAN";"10.117.126.231";"Not Found";"b827.ebff.944b";"No data";"2024-08-31 17:24:49";"N/A";"Not Found";"0";"N/A"
"246";"Camion 231";"VIMS";"10.117.124.231";"Not Found";"000a.7513.7482";"No data";"2024-08-31 17:24:49";"N/A";"Not Found";"0";"N/A"
"249";"Camion 232";"Cisco AP";"10.117.115.67";"Not Found";"f01d.2d55.d44c";"No data";"2024-08-19 17:50:24";"ok";"Not Found";"0";"ok"
"250";"Camion 232";"Cisco RO";"10.117.116.67";"Not Found";"cc90.70c1.7500";"No data";"2024-08-19 17:50:24";"N/A";"Not Found";"0";"N/A"
"251";"Camion 232";"Dispatch";"10.117.123.232";"Not Found";"0080.0701.381d";"No data";"2024-08-19 17:50:24";"N/A";"Not Found";"0";"N/A"
"252";"Camion 232";"MEM";"10.117.122.232";"Not Found";"0013.9533.a5af";"No data";"2024-08-19 17:50:24";"N/A";"Not Found";"0";"N/A"
"253";"Camion 232";"UMAN";"10.117.126.232";"Not Found";"b827.eb87.5fac";"No data";"2024-08-19 17:50:24";"N/A";"Not Found";"0";"N/A"
"254";"Camion 232";"VIMS";"10.117.124.232";"Not Found";"000a.7513.6ca8";"No data";"2024-07-22 23:55:24";"N/A";"Not Found";"0";"N/A"
"257";"Camion 233";"Cisco AP";"10.117.115.68";"Not Found";"d4ad.bdf3.6856";"No data";"2024-09-01 12:32:49";"fail";"Not Found";"0";"ok"
"258";"Camion 233";"Cisco RO";"10.117.116.68";"d4ad.bdf3.6836";"cc90.70c1.71e0";"No data";"2024-09-05 17:14:18";"N/A";"Not Found";"0";"N/A"
"259";"Camion 233";"Dispatch";"10.117.123.233";"Not Found";"0080.0701.0b8b";"No data";"2024-08-24 20:47:39";"N/A";"Not Found";"0";"N/A"
"260";"Camion 233";"MEM";"10.117.122.233";"Not Found";"0090.fb70.3f6e";"No data";"2024-09-01 15:49:06";"N/A";"Not Found";"0";"N/A"
"261";"Camion 233";"UMAN";"10.117.126.233";"Not Found";"b827.ebf4.f023";"No data";"2024-08-24 20:47:39";"N/A";"Not Found";"0";"N/A"
"262";"Camion 233";"VIMS";"10.117.124.233";"Not Found";"900e.8300.1113";"No data";"2024-08-25 10:52:43";"N/A";"Not Found";"0";"N/A"
"265";"Camion 234";"Cisco AP";"10.117.115.21";"Not Found";"9cd5.7dd5.8634";"No data";"2024-09-04 23:48:33";"ok";"Not Found";"0";"ok"
"266";"Camion 234";"Cisco RO";"10.117.116.21";"Not Found";"4c42.1e50.ae00";"No data";"2024-09-04 23:48:33";"N/A";"Not Found";"0";"N/A"
"267";"Camion 234";"Dispatch";"10.117.123.234";"Not Found";"0080.0701.1244";"No data";"2024-09-04 23:48:33";"N/A";"Not Found";"0";"N/A"
"268";"Camion 234";"MEM";"10.117.122.234";"Not Found";"0013.9523.5a65";"No data";"2024-09-05 00:27:56";"N/A";"Not Found";"0";"N/A"
"269";"Camion 234";"UMAN";"10.117.126.234";"Not Found";"b827.eb84.a845";"No data";"2024-09-04 23:48:33";"N/A";"Not Found";"0";"N/A"
"270";"Camion 234";"VIMS";"10.117.124.234";"Not Found";"000a.7513.2cc9";"No data";"2024-09-04 23:48:33";"N/A";"Not Found";"0";"N/A"
"273";"Camion 235";"Cisco AP";"10.117.115.22";"Not Found";"9cd5.7dd4.7502";"No data";"2024-09-04 22:10:00";"ok";"Not Found";"0";"ok"
"274";"Camion 235";"Cisco RO";"10.117.116.22";"Not Found";"4c42.1e50.cc00";"No data";"2024-09-02 05:14:57";"N/A";"Not Found";"0";"N/A"
"275";"Camion 235";"Dispatch";"10.117.123.235";"Not Found";"0080.0700.f6a2";"No data";"2024-08-22 03:54:33";"N/A";"Not Found";"0";"N/A"
"276";"Camion 235";"MEM";"10.117.122.235";"Not Found";"0013.9532.437b";"No data";"2024-08-25 15:47:05";"N/A";"Not Found";"0";"N/A"
"277";"Camion 235";"UMAN";"10.117.126.235";"Not Found";"b827.eb3c.a4a3";"No data";"2024-08-28 04:44:19";"N/A";"Not Found";"0";"N/A"
"278";"Camion 235";"VIMS";"10.117.124.235";"Not Found";"000a.751d.e3a2";"No data";"2024-08-22 03:54:33";"N/A";"Not Found";"0";"N/A"
"281";"Camion 236";"Cisco AP";"10.117.115.23";"Not Found";"acf5.e6db.5f50";"No data";"2024-09-03 00:11:22";"ok";"Not Found";"0";"ok"
"282";"Camion 236";"Cisco RO";"10.117.116.23";"Not Found";"acf5.e6db.5f30";"No data";"2024-08-30 06:17:19";"N/A";"Not Found";"0";"N/A"
"283";"Camion 236";"Dispatch";"10.117.123.236";"Not Found";"0080.0701.0bd2";"No data";"2024-08-30 06:17:19";"N/A";"Not Found";"0";"N/A"
"284";"Camion 236";"MEM";"10.117.122.236";"Not Found";"0013.9532.4368";"No data";"2024-09-02 04:15:51";"N/A";"Not Found";"0";"N/A"
"285";"Camion 236";"UMAN";"10.117.126.236";"Not Found";"b827.eb5e.08c6";"No data";"2024-08-30 06:17:19";"N/A";"Not Found";"0";"N/A"
"286";"Camion 236";"VIMS";"10.117.124.236";"Not Found";"000a.7513.2c92";"No data";"2024-09-02 04:15:51";"N/A";"Not Found";"0";"N/A"
"289";"Camion 237";"Cisco AP";"10.117.115.24";"Not Found";"f01d.2d55.dc00";"No data";"2024-08-31 18:04:06";"ok";"Not Found";"0";"ok"
"290";"Camion 237";"Cisco RO";"10.117.116.24";"Not Found";"cc90.70c1.7480";"No data";"2024-08-22 11:05:38";"N/A";"Not Found";"0";"N/A"
"291";"Camion 237";"Dispatch";"10.117.123.237";"Not Found";"0080.0701.1288";"No data";"2024-08-17 12:44:48";"N/A";"Not Found";"0";"N/A"
"292";"Camion 237";"MEM";"10.117.122.237";"Not Found";"0013.9532.4430";"No data";"2024-09-01 21:42:49";"N/A";"Not Found";"0";"N/A"
"293";"Camion 237";"UMAN";"10.117.126.237";"Not Found";"b827.eb55.a962";"No data";"2024-08-31 05:36:09";"N/A";"Not Found";"0";"N/A"
"294";"Camion 237";"VIMS";"10.117.124.237";"Not Found";"000a.7513.2c96";"No data";"2024-09-01 21:42:49";"N/A";"Not Found";"0";"N/A"
"297";"Camion 238";"Cisco AP";"10.117.115.38";"Not Found";"bc4a.5660.3634";"No data";"2024-09-05 16:34:48";"ok";"Not Found";"0";"ok"
"298";"Camion 238";"Cisco RO";"10.117.116.38";"Not Found";"643a.ea02.0920";"No data";"2024-09-05 16:34:48";"N/A";"Not Found";"0";"N/A"
"299";"Camion 238";"Dispatch";"10.117.123.238";"Not Found";"0080.0701.8124";"No data";"2024-09-05 16:34:48";"N/A";"Not Found";"0";"N/A"
"300";"Camion 238";"MEM";"10.117.122.238";"Not Found";"0013.952f.0b79";"No data";"2024-09-05 16:34:48";"N/A";"Not Found";"0";"N/A"
"301";"Camion 238";"UMAN";"10.117.126.238";"Not Found";"b827.ebf5.9bad";"No data";"2024-09-05 16:34:48";"N/A";"Not Found";"0";"N/A"
"302";"Camion 238";"VIMS";"10.117.124.238";"Not Found";"000a.7511.7fe4";"No data";"2024-09-05 16:34:48";"N/A";"Not Found";"0";"N/A"
"305";"Camion 240";"Cisco AP";"10.117.115.70";"Not Found";"f01d.2d55.7512";"No data";"2024-09-04 23:09:15";"ok";"Not Found";"0";"ok"
"306";"Camion 240";"Cisco RO";"10.117.116.70";"cc90.70c1.71e0";"Not Found";"No data";"2024-08-19 16:11:42";"N/A";"Not Found";"0";"N/A"
"307";"Camion 240";"Dispatch";"10.117.123.240";"Not Found";"0080.0701.127f";"No data";"2024-09-04 17:53:56";"N/A";"Not Found";"0";"N/A"
"308";"Camion 240";"MEM";"10.117.122.240";"Not Found";"0013.952e.7628";"No data";"2024-09-04 17:53:56";"N/A";"Not Found";"0";"N/A"
"309";"Camion 240";"UMAN";"10.117.126.240";"Not Found";"b827.ebdc.cf79";"No data";"2024-09-04 17:53:56";"N/A";"Not Found";"0";"N/A"
"310";"Camion 240";"VIMS";"10.117.124.240";"Not Found";"000a.7517.a4d2";"No data";"2024-09-04 17:53:56";"N/A";"Not Found";"0";"N/A"
"313";"Camion 241";"Cisco AP";"10.117.115.71";"Not Found";"687d.b435.9228";"No data";"2024-08-28 15:34:46";"ok";"Not Found";"0";"ok"
"314";"Camion 241";"Cisco RO";"10.117.116.71";"Not Found";"ecce.13fd.aa20";"No data";"2024-07-21 18:07:41";"N/A";"Not Found";"0";"N/A"
"315";"Camion 241";"Dispatch";"10.117.123.241";"Not Found";"0080.0701.12b4";"No data";"2024-07-21 18:07:41";"N/A";"Not Found";"0";"N/A"
"316";"Camion 241";"MEM";"10.117.122.241";"Not Found";"0013.952e.6c69";"No data";"2024-07-09 11:31:32";"N/A";"Not Found";"0";"N/A"
"317";"Camion 241";"UMAN";"10.117.126.241";"Not Found";"b827.ebba.365b";"No data";"2024-08-30 01:02:30";"N/A";"Not Found";"0";"N/A"
"318";"Camion 241";"VIMS";"10.117.124.241";"Not Found";"000a.7517.a469";"No data";"2024-07-09 11:31:32";"N/A";"Not Found";"0";"N/A"
"321";"Camion 315";"Cisco AP";"10.117.115.5";"No data";"Not Found";"No data";"2024-05-11 18:45:29";"ok";"Not Found";"0";"ok"
"322";"Camion 315";"Cisco RO";"10.117.116.5";"No data";"Not Found";"No data";"2024-05-11 19:02:55";"N/A";"Not Found";"0";"N/A"
"323";"Camion 315";"Dispatch";"10.117.123.115";"No data";"Not Found";"No data";"2024-05-11 19:20:25";"N/A";"Not Found";"0";"N/A"
"324";"Camion 315";"MEM";"10.117.122.115";"No data";"Not Found";"No data";"2024-05-11 19:37:59";"N/A";"Not Found";"0";"N/A"
"325";"Camion 315";"UMAN";"10.117.126.135";"No data";"Not Found";"No data";"2024-05-11 20:13:00";"N/A";"Not Found";"0";"N/A"
"326";"Camion 315";"VIMS";"10.117.124.135";"No data";"Not Found";"No data";"2024-05-11 20:48:08";"N/A";"Not Found";"0";"N/A"
"329";"Camion 316";"Cisco AP";"10.117.115.6";"No data";"Not Found";"No data";"2024-05-11 21:05:41";"ok";"Not Found";"0";"ok"
"330";"Camion 316";"Cisco RO";"10.117.116.6";"No data";"Not Found";"No data";"2024-05-11 21:23:13";"N/A";"Not Found";"0";"N/A"
"331";"Camion 316";"Dispatch";"10.117.123.136";"0080.0701.12bb";"Not Found";"No data";"2024-08-28 10:58:39";"N/A";"Not Found";"0";"N/A"
"332";"Camion 316";"MEM";"10.117.122.136";"No data";"Not Found";"No data";"2024-05-11 21:40:49";"N/A";"Not Found";"0";"N/A"
"333";"Camion 316";"UMAN";"10.117.126.136";"No data";"Not Found";"No data";"2024-05-11 22:15:44";"N/A";"Not Found";"0";"N/A"
"334";"Camion 316";"VIMS";"10.117.124.136";"No data";"Not Found";"No data";"2024-05-11 22:50:45";"N/A";"Not Found";"0";"N/A"
"337";"Camion 317";"Cisco AP";"10.117.115.7";"No data";"Not Found";"No data";"2024-05-11 23:08:11";"ok";"Not Found";"0";"ok"
"338";"Camion 317";"Cisco RO";"10.117.116.7";"No data";"Not Found";"No data";"2024-05-11 23:25:41";"N/A";"Not Found";"0";"N/A"
"339";"Camion 317";"Dispatch";"10.117.123.117";"No data";"Not Found";"No data";"2024-05-11 23:43:11";"N/A";"Not Found";"0";"N/A"
"340";"Camion 317";"MEM";"10.117.122.117";"No data";"Not Found";"No data";"2024-05-12 00:00:36";"N/A";"Not Found";"0";"N/A"
"341";"Camion 317";"UMAN";"10.117.126.117";"No data";"Not Found";"No data";"2024-05-12 00:18:03";"N/A";"Not Found";"0";"N/A"
"342";"Camion 317";"VIMS";"10.117.124.117";"No data";"Not Found";"No data";"2024-05-12 00:50:41";"N/A";"Not Found";"0";"N/A"
"345";"Camion 318";"Cisco AP";"10.117.115.8";"No data";"Not Found";"No data";"2024-05-12 01:08:07";"fail";"Not Found";"0";"ok"
"346";"Camion 318";"Cisco RO";"10.117.116.8";"No data";"Not Found";"No data";"2024-05-12 03:28:05";"N/A";"Not Found";"0";"N/A"
"347";"Camion 318";"Dispatch";"10.117.123.118";"No data";"Not Found";"No data";"2024-05-12 03:45:39";"N/A";"Not Found";"0";"N/A"
"348";"Camion 318";"MEM";"10.117.122.118";"No data";"Not Found";"No data";"2024-05-12 04:03:09";"N/A";"Not Found";"0";"N/A"
"349";"Camion 318";"UMAN";"10.117.126.118";"No data";"Not Found";"No data";"2024-05-12 04:20:31";"N/A";"Not Found";"0";"N/A"
"350";"Camion 318";"VIMS";"10.117.124.118";"Not Found";"000a.752e.e1c9";"No data";"2024-09-03 08:03:03";"N/A";"Not Found";"0";"N/A"
"353";"Pala 10";"Cisco AP";"10.117.115.110";"Not Found";"f01d.2d55.e1b6";"No data";"2024-08-23 11:20:47";"ok";"No operando";"0";"ok"
"354";"Pala 10";"Cisco RO";"10.117.121.40";"Not Found";"cc90.70c1.7560";"NAT";"2024-08-23 11:20:47";"N/A";"Up";"18403";"N/A"
"355";"Pala 10";"Cisco SW";"10.117.114.110";"Not Found";"a03d.6e1a.d4cb";"No data";"2024-08-23 11:20:47";"N/A";"Up";"18405";"N/A"
"356";"Pala 10";"Cliente Camara fragm";"10.117.121.26";"Not Found";"0040.8cc0.7153";"No data";"2024-08-23 11:20:47";"N/A";"Up";"18407";"N/A"
"357";"Pala 10";"Cliente Receptor GPS1";"10.117.121.27";"Not Found";"0060.3537.c3bb";"No data";"2024-08-23 11:20:47";"N/A";"Up";"18409";"N/A"
"358";"Pala 10";"Cliente Tooth Metrics";"10.117.121.28";"Not Found";"2046.a105.a7d9";"No data";"2024-08-22 23:32:54";"N/A";"Up";"18411";"N/A"
"359";"Pala 10";"Cliente Camara ope";"10.117.121.30";"Not Found";"accc.8e58.4477";"No data";"2024-08-26 00:15:03";"N/A";"Up";"18413";"N/A"
"360";"Pala 10";"Cliente Receptor GPS2";"10.117.121.37";"0060.3537.c3bf";"0060.3537.c3bf";"No data";"No data";"N/A";"Up";"18415";"N/A"
"361";"Pala 10";"Cliente ION";"10.117.121.38";"No data";"Not Found";"No data";"2024-05-12 05:30:25";"N/A";"Not Found";"0";"N/A"
"362";"Pala 10";"Cliente Datalogger MEM Eth0";"10.117.122.110";"Not Found";"0001.c00c.8654";"No data";"2024-08-22 23:32:54";"N/A";"Up";"18417";"N/A"
"363";"Pala 10";"Cliente PTX Dispatch/Provision";"10.117.123.110";"0080.0701.3c8f";"0080.0701.7066";"No data";"2024-08-13 15:02:45";"N/A";"Up";"18419";"N/A"
"364";"Pala 10";"Cliente AC800 Centurion";"10.117.121.21";"cc90.70c1.7560";"Not Found";"NAT";"2024-09-05 09:20:09";"N/A";"Up";"18421";"N/A"
"365";"Pala 10";"Cliente GUI Centurion";"10.117.121.22";"cc90.70c1.7560";"Not Found";"NAT";"2024-09-05 09:20:09";"N/A";"Up";"18423";"N/A"
"366";"Pala 10";"Cliente GUI Centurion";"10.117.121.23";"Not Found";"cc90.70c1.7560";"NAT";"2024-09-05 09:20:09";"N/A";"Not Found";"0";"N/A"
"367";"Pala 11";"Cisco AP";"10.117.115.111";"Not Found";"f01d.2d55.9bfc";"No data";"2024-08-25 14:48:19";"ok";"Up";"13590";"ok"
"368";"Pala 11";"Cisco RO";"10.117.116.111";"Not Found";"4c42.1e50.b6e0";"NAT";"2024-08-25 14:48:19";"N/A";"Up";"18453";"N/A"
"369";"Pala 11";"Cisco SW";"10.117.114.111";"Not Found";"cc79.d7cf.084b";"No data";"2024-08-25 14:48:19";"N/A";"Up";"18457";"N/A"
"370";"Pala 11";"Cliente Camara fragm";"10.117.121.46";"Not Found";"0040.8cc0.6eb4";"No data";"2024-08-25 14:48:19";"N/A";"Up";"18458";"N/A"
"371";"Pala 11";"Cliente Receptor GPS1";"10.117.121.47";"Not Found";"0060.3530.08af";"No data";"2024-08-25 14:48:19";"N/A";"Up";"18459";"N/A"
"372";"Pala 11";"Cliente Tooth Metrics";"10.117.121.48";"Not Found";"2046.a105.a80a";"No data";"2024-08-25 14:48:19";"N/A";"Up";"18464";"N/A"
"373";"Pala 11";"Cliente Camara ope";"10.117.121.50";"Not Found";"accc.8e91.0b65";"No data";"2024-08-25 14:48:19";"N/A";"Up";"18466";"N/A"
"374";"Pala 11";"Cliente Receptor GPS2";"10.117.121.57";"Not Found";"0060.3537.c385";"No data";"2024-08-25 14:48:19";"N/A";"Up";"18468";"N/A"
"375";"Pala 11";"Cliente ION";"10.117.121.58";"Not Found";"4c42.1e50.b6e0";"NAT";"2024-08-25 14:48:19";"N/A";"Up";"18455";"N/A"
"376";"Pala 11";"Cliente Datalogger MEM Eth0";"10.117.122.111";"0001.c00c.9e31";"0001.c00c.9e31";"No data";"No data";"N/A";"Up";"18470";"N/A"
"377";"Pala 11";"Cliente PTX Dispatch/Provision";"10.117.123.111";"0080.0700.d294";"0080.0700.d294";"No data";"No data";"N/A";"Up";"18472";"N/A"
"378";"Pala 11";"Cliente PLC Medicion";"10.117.124.102";"No data";"Not Found";"No data";"2024-05-12 07:15:21";"N/A";"Down (Acknowledged)";"18474";"N/A"
"379";"Pala 11";"Cliente AC800 Centurion";"10.117.121.41";"4c42.1e50.b6e0";"Not Found";"NAT";"2024-07-08 16:51:16";"N/A";"Down (Acknowledged)";"18476";"N/A"
"380";"Pala 11";"Cliente GUI Centurion";"10.117.121.42";"4c42.1e50.b6e0";"Not Found";"NAT";"2024-09-01 07:18:11";"N/A";"Up";"18478";"N/A"
"381";"Pala 11";"Cliente GUI Centurion";"10.117.121.43";"4c42.1e50.b6e0";"Not Found";"NAT";"2024-09-01 17:47:07";"N/A";"Up";"18480";"N/A"
"382";"Pala 12";"Cisco AP";"10.117.115.112";"Not Found";"f01d.2d55.d182";"No data";"2024-09-03 14:16:32";"ok";"Up";"13592";"ok"
"383";"Pala 12";"Cisco RO";"10.117.121.80";"Not Found";"cc90.70c1.7a00";"NAT";"2024-09-03 14:16:32";"N/A";"Up";"18482";"N/A"
"384";"Pala 12";"Cisco SW";"10.117.114.112";"Not Found";"cc79.d7cf.38cb";"No data";"2024-09-03 14:16:33";"N/A";"Up";"18484";"N/A"
"385";"Pala 12";"Cliente Camara fragm";"10.117.121.66";"Not Found";"accc.8e71.f3eb";"No data";"2024-09-03 14:16:33";"N/A";"Up";"18486";"N/A"
"386";"Pala 12";"Cliente Receptor GPS1";"10.117.121.67";"Not Found";"0060.3537.c3a6";"No data";"2024-09-03 14:16:33";"N/A";"Up";"18488";"N/A"
"387";"Pala 12";"Cliente Tooth Metrics";"10.117.121.68";"Not Found";"2046.a108.37a5";"No data";"2024-09-03 14:16:33";"N/A";"Up";"18490";"N/A"
"388";"Pala 12";"Cliente Camara ope";"10.117.121.70";"Not Found";"accc.8e58.446d";"No data";"2024-09-03 14:16:33";"N/A";"Up";"18492";"N/A"
"389";"Pala 12";"Cliente Receptor GPS2";"10.117.121.77";"Not Found";"0060.3537.c3c8";"No data";"2024-09-03 14:16:33";"N/A";"Up";"18494";"N/A"
"390";"Pala 12";"Cliente ION";"10.117.121.78";"No data";"Not Found";"No data";"2024-05-12 12:30:34";"N/A";"Down (Acknowledged)";"18496";"N/A"
"391";"Pala 12";"Clente Datalogger MEM Eth0";"10.117.122.112";"Not Found";"0001.c00c.8653";"No data";"2024-09-03 14:16:33";"N/A";"Up";"18498";"N/A"
"392";"Pala 12";"Cliente PTX Dispatch/Provision";"10.117.123.112";"Not Found";"0080.0701.357a";"No data";"2024-09-03 14:16:33";"N/A";"Up";"18500";"N/A"
"393";"Pala 12";"Cliente AC800 Centurion";"10.117.121.61";"No data";"Not Found";"NAT";"2024-05-12 12:48:05";"N/A";"Up";"18502";"N/A"
"394";"Pala 12";"Cliente GUI Centurion";"10.117.121.62";"cc90.70c1.7a00";"Not Found";"NAT";"2024-08-31 23:38:49";"N/A";"Up";"18504";"N/A"
"395";"Pala 12";"Cliente GUI Centurion";"10.117.121.63";"cc90.70c1.7a00";"Not Found";"NAT";"2024-08-22 02:16:02";"N/A";"Up";"18506";"N/A"
"396";"Pala 21";"Cisco AP";"10.117.115.121";"Not Found";"f01d.2d55.7116";"No data";"2024-09-04 22:10:00";"ok";"Down (Acknowledged)";"13594";"ok"
"397";"Pala 21";"Cisco RO";"10.117.121.120";"Not Found";"cc90.70c1.7200";"NAT";"2024-09-04 22:10:00";"N/A";"Down (Acknowledged)";"18509";"N/A"
"398";"Pala 21";"Cisco SW";"10.117.114.121";"Not Found";"c44d.8468.faab";"No data";"2024-09-04 22:10:00";"N/A";"Down (Acknowledged)";"18513";"N/A"
"399";"Pala 21";"Cliente Camara fragm";"10.117.121.106";"Not Found";"0040.8cc0.85b9";"No data";"2024-09-04 22:10:00";"N/A";"Down (Acknowledged)";"18515";"N/A"
"400";"Pala 21";"Cliente Receptor GPS1";"10.117.121.107";"Not Found";"0060.3537.b8b1";"No data";"2024-09-04 22:10:00";"N/A";"Down (Acknowledged)";"18517";"N/A"
"401";"Pala 21";"Cliente Tooth Metrics";"10.117.121.108";"Not Found";"2046.a105.fcb7";"No data";"2024-09-04 22:10:00";"N/A";"Down (Acknowledged)";"18519";"N/A"
"402";"Pala 21";"Cliente Camara ope";"10.117.121.110";"Not Found";"accc.8e58.445e";"No data";"2024-09-04 22:10:00";"N/A";"Down (Acknowledged)";"18521";"N/A"
"403";"Pala 21";"Cliente Receptor GPS2";"10.117.121.117";"0060.3537.be48";"0060.3537.be48";"No data";"No data";"N/A";"Down (Acknowledged)";"18523";"N/A"
"404";"Pala 21";"Cliente ION";"10.117.121.118";"No data";"Not Found";"No data";"2024-05-12 15:25:44";"N/A";"Down (Acknowledged)";"18525";"N/A"
"405";"Pala 21";"Clente Datalogger MEM Eth0";"10.117.122.121";"Not Found";"0013.9533.b6d2";"No data";"2024-09-04 22:10:00";"N/A";"Down (Acknowledged)";"18527";"N/A"
"406";"Pala 21";"Cliente PTX Dispatch/Provision";"10.117.123.121";"0080.0701.334c";"0080.0701.334c";"No data";"No data";"N/A";"Down (Acknowledged)";"18529";"N/A"
"407";"Pala 21";"Cliente AC800 Centurion";"10.117.121.101";"No data";"Not Found";"NAT";"2024-05-12 15:43:09";"N/A";"Down (Acknowledged)";"18531";"N/A"
"408";"Pala 21";"Cliente GUI Centurion";"10.117.121.102";"cc90.70c1.7200";"Not Found";"NAT";"2024-08-21 23:38:32";"N/A";"Down (Acknowledged)";"18533";"N/A"
"409";"Pala 21";"Cliente GUI Centurion";"10.117.121.103";"cc90.70c1.7200";"Not Found";"NAT";"2024-09-02 05:34:34";"N/A";"Down (Acknowledged)";"18535";"N/A"
"410";"Pala 21";"Cliente CAMARA TERMICA Host 1 / Propel";"10.117.121.104";"No data";"Not Found";"NAT";"2024-05-12 18:55:40";"N/A";"Down (Acknowledged)";"18537";"N/A"
"411";"Pala 21";"Cliente CAMARA TERMICA Host 2";"10.117.121.105";"No data";"Not Found";"NAT";"2024-05-12 19:13:12";"N/A";"Down (Acknowledged)";"18539";"N/A"
"412";"Pala 21";"Cliente CAMARA TERMICA Swing";"10.117.121.109";"cc90.70c1.7200";"Not Found";"NAT";"2024-05-27 22:00:54";"N/A";"Down (Acknowledged)";"18541";"N/A"
"413";"Pala 21";"Cliente SKF IMX 1";"10.117.121.111";"Not Found";"cc90.70c1.7200";"NAT";"2024-09-04 22:10:00";"N/A";"Down (Acknowledged)";"18543";"N/A"
"414";"Pala 21";"Cliente SKF IMX 2";"10.117.121.112";"Not Found";"cc90.70c1.7200";"NAT";"2024-07-27 16:11:30";"N/A";"Down (Acknowledged)";"18545";"N/A"
"415";"Pala 21";"Cliente SKF IMX 3";"10.117.121.113";"cc90.70c1.7200";"Not Found";"NAT";"2024-05-15 09:35:16";"N/A";"Down (Acknowledged)";"18547";"N/A"
"416";"Pala 21";"Cliente SKF IMX 4";"10.117.121.114";"cc90.70c1.7200";"Not Found";"NAT";"2024-05-15 10:27:43";"N/A";"Down (Acknowledged)";"18549";"N/A"
"417";"Pala 21";"Cliente PLC Medicion";"10.117.121.115";"Not Found";"cc90.70c1.7200";"NAT";"2024-07-27 16:11:30";"N/A";"Down (Acknowledged)";"18551";"N/A"
